year,country,growth_factor_name,growth_factor_value,
2031,Slovakia,metro_annual_change_in_passenger_km,1.1,
2032,Slovakia,metro_annual_change_in_passenger_km,1.1,
2033,Slovakia,metro_annual_change_in_passenger_km,1.1,
2034,Slovakia,metro_annual_change_in_passenger_km,1.1,
2035,Slovakia,metro_annual_change_in_passenger_km,1.1,
2036,Slovakia,metro_annual_change_in_passenger_km,1.1,
2037,Slovakia,metro_annual_change_in_passenger_km,1.1,
2038,Slovakia,metro_annual_change_in_passenger_km,1.1,
2039,Slovakia,metro_annual_change_in_passenger_km,1.1,
2040,Slovakia,metro_annual_change_in_passenger_km,1.1,
2041,Slovakia,metro_annual_change_in_passenger_km,1.1,
2042,Slovakia,metro_annual_change_in_passenger_km,1.1,
2043,Slovakia,metro_annual_change_in_passenger_km,1.1,
2044,Slovakia,metro_annual_change_in_passenger_km,1.1,
2045,Slovakia,metro_annual_change_in_passenger_km,1.1,
2046,Slovakia,metro_annual_change_in_passenger_km,1.1,
2047,Slovakia,metro_annual_change_in_passenger_km,1.1,
2048,Slovakia,metro_annual_change_in_passenger_km,1.1,
2049,Slovakia,metro_annual_change_in_passenger_km,1.1,
2050,Slovakia,metro_annual_change_in_passenger_km,1.1,
2022,Slovakia,train_annual_change_in_passenger_km,2.9,
2023,Slovakia,train_annual_change_in_passenger_km,2.9,
2024,Slovakia,train_annual_change_in_passenger_km,2.9,
2025,Slovakia,train_annual_change_in_passenger_km,2.9,
2026,Slovakia,train_annual_change_in_passenger_km,2.9,
2027,Slovakia,train_annual_change_in_passenger_km,2.9,
2028,Slovakia,train_annual_change_in_passenger_km,2.9,
2029,Slovakia,train_annual_change_in_passenger_km,2.9,
2030,Slovakia,train_annual_change_in_passenger_km,1.1,
2031,Slovakia,train_annual_change_in_passenger_km,1.1,
2032,Slovakia,train_annual_change_in_passenger_km,1.1,
2033,Slovakia,train_annual_change_in_passenger_km,1.1,
2034,Slovakia,train_annual_change_in_passenger_km,1.1,
2035,Slovakia,train_annual_change_in_passenger_km,1.1,
2036,Slovakia,train_annual_change_in_passenger_km,1.1,
2037,Slovakia,train_annual_change_in_passenger_km,1.1,
2038,Slovakia,train_annual_change_in_passenger_km,1.1,
2039,Slovakia,train_annual_change_in_passenger_km,1.1,
2040,Slovakia,train_annual_change_in_passenger_km,1.1,
2041,Slovakia,train_annual_change_in_passenger_km,1.1,
2042,Slovakia,train_annual_change_in_passenger_km,1.1,
2043,Slovakia,train_annual_change_in_passenger_km,1.1,
2044,Slovakia,train_annual_change_in_passenger_km,1.1,
2045,Slovakia,train_annual_change_in_passenger_km,1.1,
2046,Slovakia,train_annual_change_in_passenger_km,1.1,
2047,Slovakia,train_annual_change_in_passenger_km,1.1,
2048,Slovakia,train_annual_change_in_passenger_km,1.1,
2049,Slovakia,train_annual_change_in_passenger_km,1.1,
2050,Slovakia,train_annual_change_in_passenger_km,1.1,
2022,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2023,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2024,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2025,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2026,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2027,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2028,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2029,Slovakia,rail_transport_annual_change_in_vehicle_km,2.8,
2030,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2031,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2032,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2033,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2034,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2035,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2036,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2037,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2038,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2039,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2040,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2041,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2042,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2043,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2044,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2045,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2046,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2047,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2048,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2049,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2050,Slovakia,rail_transport_annual_change_in_vehicle_km,1.0,
2022,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2023,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2024,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2025,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2026,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2027,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2028,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2029,Slovakia,road_transport_annual_change_in_vehicle_km,1.7,
2030,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2031,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2032,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2033,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2034,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2035,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2036,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2037,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2038,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2039,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2040,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2041,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2042,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2043,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2044,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2045,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2046,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2047,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2048,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2049,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2050,Slovakia,road_transport_annual_change_in_vehicle_km,0.6,
2022,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2023,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2024,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2025,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2026,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2027,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2028,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2029,Slovakia,water_transport_annual_change_in_vehicle_km,1.4,
2030,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2031,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2032,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2033,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2034,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2035,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2036,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2037,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2038,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2039,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2040,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2041,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2042,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2043,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2044,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2045,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2046,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2047,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2048,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2049,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2050,Slovakia,water_transport_annual_change_in_vehicle_km,0.5,
2022,Slovenia,annual_population_change,0.0,
2023,Slovenia,annual_population_change,0.0,
2024,Slovenia,annual_population_change,0.0,
2025,Slovenia,annual_population_change,0.0,
2026,Slovenia,annual_population_change,0.0,
2027,Slovenia,annual_population_change,0.0,
2028,Slovenia,annual_population_change,0.0,
2029,Slovenia,annual_population_change,0.0,
2030,Slovenia,annual_population_change,0.0,
2031,Slovenia,annual_population_change,0.0,
2032,Slovenia,annual_population_change,0.0,
2033,Slovenia,annual_population_change,0.0,
2034,Slovenia,annual_population_change,0.0,
2035,Slovenia,annual_population_change,0.0,
2036,Slovenia,annual_population_change,0.0,
2037,Slovenia,annual_population_change,0.0,
2038,Slovenia,annual_population_change,0.0,
2039,Slovenia,annual_population_change,0.0,
2040,Slovenia,annual_population_change,0.0,
2041,Slovenia,annual_population_change,0.0,
2042,Slovenia,annual_population_change,0.0,
2043,Slovenia,annual_population_change,0.0,
2044,Slovenia,annual_population_change,0.0,
2045,Slovenia,annual_population_change,0.0,
2046,Slovenia,annual_population_change,0.0,
2047,Slovenia,annual_population_change,0.0,
2048,Slovenia,annual_population_change,0.0,
2049,Slovenia,annual_population_change,0.0,
2050,Slovenia,annual_population_change,0.0,
2022,Slovenia,decarbonization_of_grid_electricity,-0.9,
2023,Slovenia,decarbonization_of_grid_electricity,-0.9,
2024,Slovenia,decarbonization_of_grid_electricity,-0.9,
2025,Slovenia,decarbonization_of_grid_electricity,-0.9,
2026,Slovenia,decarbonization_of_grid_electricity,-0.9,
2027,Slovenia,decarbonization_of_grid_electricity,-0.9,
2028,Slovenia,decarbonization_of_grid_electricity,-0.9,
2029,Slovenia,decarbonization_of_grid_electricity,-0.9,
2030,Slovenia,decarbonization_of_grid_electricity,-8.9,
2031,Slovenia,decarbonization_of_grid_electricity,-8.9,
2032,Slovenia,decarbonization_of_grid_electricity,-8.9,
2033,Slovenia,decarbonization_of_grid_electricity,-8.9,
2034,Slovenia,decarbonization_of_grid_electricity,-8.9,
2035,Slovenia,decarbonization_of_grid_electricity,-8.9,
2036,Slovenia,decarbonization_of_grid_electricity,-8.9,
2037,Slovenia,decarbonization_of_grid_electricity,-8.9,
2038,Slovenia,decarbonization_of_grid_electricity,-8.9,
2039,Slovenia,decarbonization_of_grid_electricity,-8.9,
2040,Slovenia,decarbonization_of_grid_electricity,-8.9,
2041,Slovenia,decarbonization_of_grid_electricity,-8.9,
2042,Slovenia,decarbonization_of_grid_electricity,-8.9,
2043,Slovenia,decarbonization_of_grid_electricity,-8.9,
2044,Slovenia,decarbonization_of_grid_electricity,-8.9,
2045,Slovenia,decarbonization_of_grid_electricity,-8.9,
2046,Slovenia,decarbonization_of_grid_electricity,-8.9,
2047,Slovenia,decarbonization_of_grid_electricity,-8.9,
2048,Slovenia,decarbonization_of_grid_electricity,-8.9,
2049,Slovenia,decarbonization_of_grid_electricity,-8.9,
2050,Slovenia,decarbonization_of_grid_electricity,-8.9,
2022,Slovenia,share_of_electricity_in_road_transport,0.3,
2023,Slovenia,share_of_electricity_in_road_transport,0.3,
2024,Slovenia,share_of_electricity_in_road_transport,0.3,
2025,Slovenia,share_of_electricity_in_road_transport,0.9,
2026,Slovenia,share_of_electricity_in_road_transport,0.9,
2027,Slovenia,share_of_electricity_in_road_transport,0.9,
2028,Slovenia,share_of_electricity_in_road_transport,0.9,
2029,Slovenia,share_of_electricity_in_road_transport,0.9,
2030,Slovenia,share_of_electricity_in_road_transport,1.7,
2031,Slovenia,share_of_electricity_in_road_transport,1.7,
2032,Slovenia,share_of_electricity_in_road_transport,1.7,
2033,Slovenia,share_of_electricity_in_road_transport,1.7,
2034,Slovenia,share_of_electricity_in_road_transport,1.7,
2035,Slovenia,share_of_electricity_in_road_transport,2.1,
2036,Slovenia,share_of_electricity_in_road_transport,2.1,
2037,Slovenia,share_of_electricity_in_road_transport,2.1,
2038,Slovenia,share_of_electricity_in_road_transport,2.1,
2039,Slovenia,share_of_electricity_in_road_transport,2.1,
2040,Slovenia,share_of_electricity_in_road_transport,2.4,
2041,Slovenia,share_of_electricity_in_road_transport,2.4,
2042,Slovenia,share_of_electricity_in_road_transport,2.4,
2043,Slovenia,share_of_electricity_in_road_transport,2.4,
2044,Slovenia,share_of_electricity_in_road_transport,2.4,
2045,Slovenia,share_of_electricity_in_road_transport,2.8,
2046,Slovenia,share_of_electricity_in_road_transport,2.8,
2047,Slovenia,share_of_electricity_in_road_transport,2.8,
2048,Slovenia,share_of_electricity_in_road_transport,2.8,
2049,Slovenia,share_of_electricity_in_road_transport,2.8,
2050,Slovenia,share_of_electricity_in_road_transport,3.1,
2022,Slovenia,bus_annual_change_in_passenger_km,0.4,
2023,Slovenia,bus_annual_change_in_passenger_km,0.4,
2024,Slovenia,bus_annual_change_in_passenger_km,0.4,
2025,Slovenia,bus_annual_change_in_passenger_km,0.4,
2026,Slovenia,bus_annual_change_in_passenger_km,0.4,
2027,Slovenia,bus_annual_change_in_passenger_km,0.4,
2028,Slovenia,bus_annual_change_in_passenger_km,0.4,
2029,Slovenia,bus_annual_change_in_passenger_km,0.4,
2030,Slovenia,bus_annual_change_in_passenger_km,0.2,
2031,Slovenia,bus_annual_change_in_passenger_km,0.2,
2032,Slovenia,bus_annual_change_in_passenger_km,0.2,
2033,Slovenia,bus_annual_change_in_passenger_km,0.2,
2034,Slovenia,bus_annual_change_in_passenger_km,0.2,
2035,Slovenia,bus_annual_change_in_passenger_km,0.2,
2036,Slovenia,bus_annual_change_in_passenger_km,0.2,
2037,Slovenia,bus_annual_change_in_passenger_km,0.2,
2038,Slovenia,bus_annual_change_in_passenger_km,0.2,
2039,Slovenia,bus_annual_change_in_passenger_km,0.2,
2040,Slovenia,bus_annual_change_in_passenger_km,0.2,
2041,Slovenia,bus_annual_change_in_passenger_km,0.2,
2042,Slovenia,bus_annual_change_in_passenger_km,0.2,
2043,Slovenia,bus_annual_change_in_passenger_km,0.2,
2044,Slovenia,bus_annual_change_in_passenger_km,0.2,
2045,Slovenia,bus_annual_change_in_passenger_km,0.2,
2046,Slovenia,bus_annual_change_in_passenger_km,0.2,
2047,Slovenia,bus_annual_change_in_passenger_km,0.2,
2048,Slovenia,bus_annual_change_in_passenger_km,0.2,
2049,Slovenia,bus_annual_change_in_passenger_km,0.2,
2050,Slovenia,bus_annual_change_in_passenger_km,0.2,
2022,Slovenia,car_annual_change_in_passenger_km,0.9,
2023,Slovenia,car_annual_change_in_passenger_km,0.9,
2024,Slovenia,car_annual_change_in_passenger_km,0.9,
2025,Slovenia,car_annual_change_in_passenger_km,0.9,
2026,Slovenia,car_annual_change_in_passenger_km,0.9,
2027,Slovenia,car_annual_change_in_passenger_km,0.9,
2028,Slovenia,car_annual_change_in_passenger_km,0.9,
2029,Slovenia,car_annual_change_in_passenger_km,0.9,
2030,Slovenia,car_annual_change_in_passenger_km,0.6,
2031,Slovenia,car_annual_change_in_passenger_km,0.6,
2032,Slovenia,car_annual_change_in_passenger_km,0.6,
2033,Slovenia,car_annual_change_in_passenger_km,0.6,
2034,Slovenia,car_annual_change_in_passenger_km,0.6,
2035,Slovenia,car_annual_change_in_passenger_km,0.6,
2036,Slovenia,car_annual_change_in_passenger_km,0.6,
2037,Slovenia,car_annual_change_in_passenger_km,0.6,
2038,Slovenia,car_annual_change_in_passenger_km,0.6,
2039,Slovenia,car_annual_change_in_passenger_km,0.6,
2040,Slovenia,car_annual_change_in_passenger_km,0.6,
2041,Slovenia,car_annual_change_in_passenger_km,0.6,
2042,Slovenia,car_annual_change_in_passenger_km,0.6,
2043,Slovenia,car_annual_change_in_passenger_km,0.6,
2044,Slovenia,car_annual_change_in_passenger_km,0.6,
2045,Slovenia,car_annual_change_in_passenger_km,0.6,
2046,Slovenia,car_annual_change_in_passenger_km,0.6,
2047,Slovenia,car_annual_change_in_passenger_km,0.6,
2048,Slovenia,car_annual_change_in_passenger_km,0.6,
2049,Slovenia,car_annual_change_in_passenger_km,0.6,
2050,Slovenia,car_annual_change_in_passenger_km,0.6,
2022,Slovenia,tram_annual_change_in_passenger_km,3.4,
2023,Slovenia,tram_annual_change_in_passenger_km,3.4,
2024,Slovenia,tram_annual_change_in_passenger_km,3.4,
2025,Slovenia,tram_annual_change_in_passenger_km,3.4,
2026,Slovenia,tram_annual_change_in_passenger_km,3.4,
2027,Slovenia,tram_annual_change_in_passenger_km,3.4,
2028,Slovenia,tram_annual_change_in_passenger_km,3.4,
2029,Slovenia,tram_annual_change_in_passenger_km,3.4,
2030,Slovenia,tram_annual_change_in_passenger_km,1.9,
2031,Slovenia,tram_annual_change_in_passenger_km,1.9,
2032,Slovenia,tram_annual_change_in_passenger_km,1.9,
2033,Slovenia,tram_annual_change_in_passenger_km,1.9,
2034,Slovenia,tram_annual_change_in_passenger_km,1.9,
2035,Slovenia,tram_annual_change_in_passenger_km,1.9,
2036,Slovenia,tram_annual_change_in_passenger_km,1.9,
2037,Slovenia,tram_annual_change_in_passenger_km,1.9,
2038,Slovenia,tram_annual_change_in_passenger_km,1.9,
2039,Slovenia,tram_annual_change_in_passenger_km,1.9,
2040,Slovenia,tram_annual_change_in_passenger_km,1.9,
2041,Slovenia,tram_annual_change_in_passenger_km,1.9,
2042,Slovenia,tram_annual_change_in_passenger_km,1.9,
2043,Slovenia,tram_annual_change_in_passenger_km,1.9,
2044,Slovenia,tram_annual_change_in_passenger_km,1.9,
2045,Slovenia,tram_annual_change_in_passenger_km,1.9,
2046,Slovenia,tram_annual_change_in_passenger_km,1.9,
2047,Slovenia,tram_annual_change_in_passenger_km,1.9,
2048,Slovenia,tram_annual_change_in_passenger_km,1.9,
2049,Slovenia,tram_annual_change_in_passenger_km,1.9,
2050,Slovenia,tram_annual_change_in_passenger_km,1.9,
2022,Slovenia,metro_annual_change_in_passenger_km,3.4,
2023,Slovenia,metro_annual_change_in_passenger_km,3.4,
2024,Slovenia,metro_annual_change_in_passenger_km,3.4,
2025,Slovenia,metro_annual_change_in_passenger_km,3.4,
2026,Slovenia,metro_annual_change_in_passenger_km,3.4,
2027,Slovenia,metro_annual_change_in_passenger_km,3.4,
2028,Slovenia,metro_annual_change_in_passenger_km,3.4,
2029,Slovenia,metro_annual_change_in_passenger_km,3.4,
2030,Slovenia,metro_annual_change_in_passenger_km,1.9,
2031,Slovenia,metro_annual_change_in_passenger_km,1.9,
2032,Slovenia,metro_annual_change_in_passenger_km,1.9,
2033,Slovenia,metro_annual_change_in_passenger_km,1.9,
